customer_id,first_name,last_name,email,address,city,country,rental_id,rental_date,return_date,rental_duration,payment_id,amount,payment_date,payment_month,customer_full_name
142,april,burns,april.burns@sakilacustomer.org,483 ljubertsy parkway,dundee,united kingdom,11,2005-05-25 00:09:02,2005-06-02 20:56:02,8,3831,8.99,2005-05-25 00:09:02,2005-05,april burns
261,deanna,byrd,deanna.byrd@sakilacustomer.org,862 xintai lane,tuguegarao,philippines,12,2005-05-25 00:19:27,2005-05-30 05:44:27,5,7044,4.99,2005-05-25 00:19:27,2005-05,deanna byrd
334,raymond,mcwhorter,raymond.mcwhorter@sakilacustomer.org,503 sogamoso loop,sumqayit,azerbaijan,13,2005-05-25 00:22:55,2005-05-30 04:28:55,5,9014,6.99,2005-05-25 00:22:55,2005-05,raymond mcwhorter
446,theodore,culp,theodore.culp@sakilacustomer.org,1704 tambaram manor,uluberia,india,14,2005-05-25 00:31:15,2005-05-26 02:56:15,1,12025,0.99,2005-05-25 00:31:15,2005-05,theodore culp
319,ronald,weiner,ronald.weiner@sakilacustomer.org,1145 vilnius manor,san felipe del progreso,mexico,15,2005-05-25 00:39:22,2005-06-03 03:30:22,9,8623,9.99,2005-05-25 00:39:22,2005-05,ronald weiner
316,steven,curley,steven.curley@sakilacustomer.org,651 pathankot loop,miraj,india,16,2005-05-25 00:43:11,2005-05-26 04:42:11,1,8554,4.99,2005-05-25 00:43:11,2005-05,steven curley
575,isaac,oglesby,isaac.oglesby@sakilacustomer.org,186 skikda lane,cuernavaca,mexico,17,2005-05-25 01:06:36,2005-05-27 00:43:36,2,15394,2.99,2005-05-25 01:06:36,2005-05,isaac oglesby
19,ruth,martinez,ruth.martinez@sakilacustomer.org,1417 lancaster avenue,kimberley,south africa,18,2005-05-25 01:10:47,2005-05-31 06:35:47,6,490,0.99,2005-05-25 01:10:47,2005-05,ruth martinez
456,ronnie,ricketts,ronnie.ricketts@sakilacustomer.org,1889 valparai way,ziguinchor,senegal,19,2005-05-25 01:17:24,2005-05-31 06:00:24,6,12305,4.99,2005-05-25 01:17:24,2005-05,ronnie ricketts
185,roberta,harper,roberta.harper@sakilacustomer.org,927 barcelona street,shahr-e kord,iran,20,2005-05-25 01:48:41,2005-05-27 02:20:41,2,5020,2.99,2005-05-25 01:48:41,2005-05,roberta harper
388,craig,morrell,craig.morrell@sakilacustomer.org,717 changzhou lane,cavite,philippines,21,2005-05-25 01:59:46,2005-05-26 01:01:46,1,10499,4.99,2005-05-25 01:59:46,2005-05,craig morrell
509,raul,fortier,raul.fortier@sakilacustomer.org,1747 rustenburg place,chapra,india,22,2005-05-25 02:19:23,2005-05-26 04:52:23,1,13711,4.99,2005-05-25 02:19:23,2005-05,raul fortier
438,barry,lovelace,barry.lovelace@sakilacustomer.org,1836 korla parkway,kitwe,zambia,23,2005-05-25 02:40:21,2005-05-29 06:34:21,4,11796,4.99,2005-05-25 02:40:21,2005-05,barry lovelace
350,juan,fraley,juan.fraley@sakilacustomer.org,469 nakhon sawan street,tšeboksary,russian federation,24,2005-05-25 02:53:02,2005-05-27 01:15:02,2,9463,4.99,2005-05-25 02:53:02,2005-05,juan fraley
37,pamela,baker,pamela.baker@sakilacustomer.org,1440 fukuyama loop,nanyang,china,25,2005-05-25 03:21:20,2005-05-27 21:25:20,2,1011,0.99,2005-05-25 03:21:20,2005-05,pamela baker
371,billy,poulin,billy.poulin@sakilacustomer.org,1061 ede avenue,cabuyao,philippines,26,2005-05-25 03:36:50,2005-05-31 00:34:50,6,10019,3.99,2005-05-25 03:36:50,2005-05,billy poulin
301,robert,baughman,robert.baughman@sakilacustomer.org,1883 maikop lane,kaliningrad,russian federation,27,2005-05-25 03:41:50,2005-05-30 01:13:50,5,8167,4.99,2005-05-25 03:41:50,2005-05,robert baughman
232,constance,reid,constance.reid@sakilacustomer.org,885 yingkou manor,zaria,nigeria,28,2005-05-25 03:42:37,2005-05-26 09:26:37,1,6245,4.99,2005-05-25 03:42:37,2005-05,constance reid
44,marie,turner,marie.turner@sakilacustomer.org,1998 halifax drive,lipetsk,russian federation,29,2005-05-25 03:47:12,2005-05-30 00:31:12,5,1203,0.99,2005-05-25 03:47:12,2005-05,marie turner
430,ray,houle,ray.houle@sakilacustomer.org,740 udaipur lane,dzerzinsk,russian federation,30,2005-05-25 04:01:32,2005-05-30 03:12:32,5,11598,2.99,2005-05-25 04:01:32,2005-05,ray houle
369,fred,wheat,fred.wheat@sakilacustomer.org,433 florencia street,juárez,mexico,31,2005-05-25 04:05:17,2005-05-30 07:15:17,5,9975,4.99,2005-05-25 04:05:17,2005-05,fred wheat
230,joy,george,joy.george@sakilacustomer.org,1256 bislig boulevard,botosani,romania,32,2005-05-25 04:06:21,2005-05-25 23:55:21,0,6186,0.99,2005-05-25 04:06:21,2005-05,joy george
272,kay,caldwell,kay.caldwell@sakilacustomer.org,85 san felipe de puerto plata drive,yantai,china,33,2005-05-25 04:18:51,2005-05-27 03:58:51,2,7347,0.99,2005-05-25 04:18:51,2005-05,kay caldwell
597,freddie,duggan,freddie.duggan@sakilacustomer.org,1103 quilmes boulevard,sullana,peru,34,2005-05-25 04:19:28,2005-05-29 00:10:28,4,15984,2.99,2005-05-25 04:19:28,2005-05,freddie duggan
484,roberto,vu,roberto.vu@sakilacustomer.org,1297 alvorada parkway,yinchuan,china,35,2005-05-25 04:24:36,2005-05-27 07:02:36,2,13055,4.99,2005-05-25 04:24:36,2005-05,roberto vu
88,bonnie,hughes,bonnie.hughes@sakilacustomer.org,1942 ciparay parkway,cheju,south korea,36,2005-05-25 04:36:26,2005-05-29 00:31:26,4,2388,2.99,2005-05-25 04:36:26,2005-05,bonnie hughes
535,javier,elrod,javier.elrod@sakilacustomer.org,195 ilorin street,ndjamna,chad,37,2005-05-25 04:44:31,2005-05-29 01:03:31,4,14396,0.99,2005-05-25 04:44:31,2005-05,javier elrod
302,michael,silverman,michael.silverman@sakilacustomer.org,1908 gaziantep place,tiefa,china,38,2005-05-25 04:47:44,2005-06-01 00:58:44,7,8188,4.99,2005-05-25 04:47:44,2005-05,michael silverman
207,gertrude,castillo,gertrude.castillo@sakilacustomer.org,850 salala loop,nuuk,greenland,39,2005-05-25 04:51:46,2005-05-31 03:14:46,6,5596,0.99,2005-05-25 04:51:46,2005-05,gertrude castillo
413,marvin,yee,marvin.yee@sakilacustomer.org,126 acua parkway,berhampore (baharampur),india,40,2005-05-25 05:09:04,2005-05-27 23:12:04,2,11170,4.99,2005-05-25 05:09:04,2005-05,marvin yee
174,yvonne,watkins,yvonne.watkins@sakilacustomer.org,1848 salala boulevard,ocumare del tuy,venezuela,41,2005-05-25 05:12:29,2005-06-02 00:28:29,8,4718,5.99,2005-05-25 05:12:29,2005-05,yvonne watkins
523,harvey,guajardo,harvey.guajardo@sakilacustomer.org,600 purnea (purnia) avenue,vinh,vietnam,42,2005-05-25 05:24:58,2005-05-31 02:47:58,6,14076,4.99,2005-05-25 05:24:58,2005-05,harvey guajardo
532,neil,renner,neil.renner@sakilacustomer.org,1817 livorno way,cam ranh,vietnam,43,2005-05-25 05:39:25,2005-05-26 06:54:25,1,14307,2.99,2005-05-25 05:39:25,2005-05,neil renner
207,gertrude,castillo,gertrude.castillo@sakilacustomer.org,850 salala loop,nuuk,greenland,44,2005-05-25 05:53:23,2005-05-29 10:56:23,4,5597,0.99,2005-05-25 05:53:23,2005-05,gertrude castillo
436,troy,quigley,troy.quigley@sakilacustomer.org,983 santa f way,vancouver,canada,45,2005-05-25 05:59:39,2005-06-02 09:56:39,8,11743,7.99,2005-05-25 05:59:39,2005-05,troy quigley
7,maria,miller,maria.miller@sakilacustomer.org,900 santiago de compostela parkway,kragujevac,yugoslavia,46,2005-05-25 06:04:08,2005-06-02 08:18:08,8,174,5.99,2005-05-25 06:04:08,2005-05,maria miller
35,virginia,green,virginia.green@sakilacustomer.org,391 callao drive,toulouse,france,47,2005-05-25 06:05:20,2005-05-30 03:04:20,5,952,3.99,2005-05-25 06:05:20,2005-05,virginia green
282,jenny,castro,jenny.castro@sakilacustomer.org,1405 chisinau place,ponce,puerto rico,48,2005-05-25 06:20:46,2005-06-02 05:42:46,8,7625,1.99,2005-05-25 06:20:46,2005-05,jenny castro
498,gene,sanborn,gene.sanborn@sakilacustomer.org,1416 san juan bautista tuxtepec avenue,salala,oman,49,2005-05-25 06:39:35,2005-05-30 10:12:35,5,13405,2.99,2005-05-25 06:39:35,2005-05,gene sanborn
18,carol,garcia,carol.garcia@sakilacustomer.org,320 brest avenue,kaduna,nigeria,50,2005-05-25 06:44:53,2005-05-28 11:28:53,3,468,2.99,2005-05-25 06:44:53,2005-05,carol garcia
256,mabel,holland,mabel.holland@sakilacustomer.org,51 laredo avenue,monywa,myanmar,51,2005-05-25 06:49:10,2005-05-26 06:42:10,1,6889,4.99,2005-05-25 06:49:10,2005-05,mabel holland
507,edgar,rhoads,edgar.rhoads@sakilacustomer.org,1269 ipoh avenue,eskisehir,turkey,52,2005-05-25 06:51:29,2005-05-31 01:27:29,6,13661,0.99,2005-05-25 06:51:29,2005-05,edgar rhoads
569,dave,gardiner,dave.gardiner@sakilacustomer.org,1052 pathankot avenue,leshan,china,53,2005-05-25 07:19:16,2005-05-27 05:19:16,2,15230,4.99,2005-05-25 07:19:16,2005-05,dave gardiner
291,toni,holt,toni.holt@sakilacustomer.org,1936 cuman avenue,roanoke,united states,54,2005-05-25 07:23:25,2005-06-01 05:05:25,7,7872,4.99,2005-05-25 07:23:25,2005-05,toni holt
131,monica,hicks,monica.hicks@sakilacustomer.org,1752 so leopoldo parkway,mukatševe,ukraine,55,2005-05-25 08:26:13,2005-05-30 10:57:13,5,3528,2.99,2005-05-25 08:26:13,2005-05,monica hicks
511,chester,benner,chester.benner@sakilacustomer.org,1574 goinia boulevard,suihua,china,56,2005-05-25 08:28:11,2005-05-26 14:21:11,1,13757,2.99,2005-05-25 08:28:11,2005-05,chester benner
6,jennifer,davis,jennifer.davis@sakilacustomer.org,1795 santiago de compostela way,laredo,united states,57,2005-05-25 08:43:32,2005-05-29 06:42:32,4,146,4.99,2005-05-25 08:43:32,2005-05,jennifer davis
323,matthew,mahan,matthew.mahan@sakilacustomer.org,479 san felipe del progreso avenue,cuautla,mexico,58,2005-05-25 08:53:14,2005-05-28 14:40:14,3,8723,4.99,2005-05-25 08:53:14,2005-05,matthew mahan
408,manuel,murrell,manuel.murrell@sakilacustomer.org,692 amroha drive,jaffna,sri lanka,59,2005-05-25 08:56:42,2005-06-01 09:52:42,7,11033,5.99,2005-05-25 08:56:42,2005-05,manuel murrell
470,gordon,allard,gordon.allard@sakilacustomer.org,434 ourense (orense) manor,hodeida,yemen,60,2005-05-25 08:58:25,2005-05-30 14:14:25,5,12690,2.99,2005-05-25 08:58:25,2005-05,gordon allard
250,jo,fowler,jo.fowler@sakilacustomer.org,786 stara zagora way,oyo,nigeria,61,2005-05-25 09:01:57,2005-06-02 07:22:57,8,6737,5.99,2005-05-25 09:01:57,2005-05,jo fowler
419,chad,carbone,chad.carbone@sakilacustomer.org,1948 bayugan parkway,katihar,india,62,2005-05-25 09:18:52,2005-05-30 10:55:52,5,11325,2.99,2005-05-25 09:18:52,2005-05,chad carbone
383,martin,bales,martin.bales@sakilacustomer.org,368 hunuco boulevard,namibe,angola,63,2005-05-25 09:19:16,2005-05-27 04:24:16,2,10366,0.99,2005-05-25 09:19:16,2005-05,martin bales
368,harry,arce,harry.arce@sakilacustomer.org,1922 miraj way,najafabad,iran,64,2005-05-25 09:21:29,2005-06-03 11:31:29,9,9940,5.99,2005-05-25 09:21:29,2005-05,harry arce
346,arthur,simpkins,arthur.simpkins@sakilacustomer.org,1157 nyeri loop,maikop,russian federation,65,2005-05-25 09:32:03,2005-05-29 14:21:03,4,9336,4.99,2005-05-25 09:32:03,2005-05,arthur simpkins
86,jacqueline,long,jacqueline.long@sakilacustomer.org,870 ashqelon loop,songkhla,thailand,66,2005-05-25 09:35:12,2005-05-29 04:16:12,4,2325,1.99,2005-05-25 09:35:12,2005-05,jacqueline long
119,sherry,marshall,sherry.marshall@sakilacustomer.org,1987 coacalco de berriozbal loop,shubra al-khayma,egypt,67,2005-05-25 09:41:01,2005-05-27 13:46:01,2,3188,0.99,2005-05-25 09:41:01,2005-05,sherry marshall
120,sylvia,ortiz,sylvia.ortiz@sakilacustomer.org,241 mosul lane,dos quebradas,colombia,68,2005-05-25 09:47:31,2005-05-31 10:20:31,6,3222,7.99,2005-05-25 09:47:31,2005-05,sylvia ortiz
305,richard,mccrary,richard.mccrary@sakilacustomer.org,913 coacalco de berriozbal loop,arlington,united states,69,2005-05-25 10:10:14,2005-05-27 14:02:14,2,8269,2.99,2005-05-25 10:10:14,2005-05,richard mccrary
73,beverly,brooks,beverly.brooks@sakilacustomer.org,1947 poos de caldas boulevard,chiayi,taiwan,70,2005-05-25 10:15:23,2005-05-27 05:56:23,2,1970,2.99,2005-05-25 10:15:23,2005-05,beverly brooks
100,robin,hayes,robin.hayes@sakilacustomer.org,1913 kamakura place,jelets,russian federation,71,2005-05-25 10:26:39,2005-05-28 04:59:39,3,2688,0.99,2005-05-25 10:26:39,2005-05,robin hayes
48,ann,evans,ann.evans@sakilacustomer.org,909 garland manor,niznekamsk,russian federation,72,2005-05-25 10:52:13,2005-05-28 05:52:13,3,1312,0.99,2005-05-25 10:52:13,2005-05,ann evans
391,clarence,gamez,clarence.gamez@sakilacustomer.org,767 pyongyang drive,izumisano,japan,73,2005-05-25 11:00:07,2005-06-01 13:56:07,7,10588,4.99,2005-05-25 11:00:07,2005-05,clarence gamez
265,jennie,terry,jennie.terry@sakilacustomer.org,682 halisahar place,olomouc,czech republic,74,2005-05-25 11:09:48,2005-05-26 12:23:48,1,7152,0.99,2005-05-25 11:09:48,2005-05,jennie terry
510,ben,easter,ben.easter@sakilacustomer.org,886 tonghae place,kamyšin,russian federation,75,2005-05-25 11:13:34,2005-06-03 12:58:34,9,13731,8.99,2005-05-25 11:13:34,2005-05,ben easter
1,mary,smith,mary.smith@sakilacustomer.org,1913 hanoi way,sasebo,japan,76,2005-05-25 11:30:37,2005-06-03 12:00:37,9,1,2.99,2005-05-25 11:30:37,2005-05,mary smith
451,jim,rea,jim.rea@sakilacustomer.org,814 simferopol loop,el fuerte,mexico,77,2005-05-25 11:31:59,2005-05-26 16:53:59,1,12160,0.99,2005-05-25 11:31:59,2005-05,jim rea
135,juanita,mason,juanita.mason@sakilacustomer.org,943 johannesburg avenue,pune,india,78,2005-05-25 11:35:18,2005-05-31 12:48:18,6,3636,5.99,2005-05-25 11:35:18,2005-05,juanita mason
245,courtney,day,courtney.day@sakilacustomer.org,300 junan street,uijongbu,south korea,79,2005-05-25 12:11:07,2005-06-03 10:54:07,9,6622,4.99,2005-05-25 12:11:07,2005-05,courtney day
314,george,linton,george.linton@sakilacustomer.org,1957 yantai lane,sorocaba,brazil,80,2005-05-25 12:12:07,2005-05-31 17:46:07,6,8504,5.99,2005-05-25 12:12:07,2005-05,george linton
286,velma,lucas,velma.lucas@sakilacustomer.org,1155 liaocheng place,effon-alaiye,nigeria,81,2005-05-25 12:15:19,2005-06-02 14:08:19,8,7734,6.99,2005-05-25 12:15:19,2005-05,velma lucas
427,jesus,mccartney,jesus.mccartney@sakilacustomer.org,259 ipoh drive,guarujá,brazil,82,2005-05-25 12:17:46,2005-06-01 10:48:46,7,11533,6.99,2005-05-25 12:17:46,2005-05,jesus mccartney
131,monica,hicks,monica.hicks@sakilacustomer.org,1752 so leopoldo parkway,mukatševe,ukraine,83,2005-05-25 12:30:15,2005-05-27 15:40:15,2,3529,4.99,2005-05-25 12:30:15,2005-05,monica hicks
492,lester,kraus,lester.kraus@sakilacustomer.org,1013 tabuk boulevard,kanchrapara,india,84,2005-05-25 12:36:30,2005-05-29 18:33:30,4,13260,2.99,2005-05-25 12:36:30,2005-05,lester kraus
414,vincent,ralston,vincent.ralston@sakilacustomer.org,397 sunnyvale avenue,allende,mexico,85,2005-05-25 13:05:34,2005-05-29 16:53:34,4,11191,4.99,2005-05-25 13:05:34,2005-05,vincent ralston
266,nora,herrera,nora.herrera@sakilacustomer.org,1587 loja manor,salzburg,austria,86,2005-05-25 13:36:12,2005-05-30 14:53:12,5,7181,1.99,2005-05-25 13:36:12,2005-05,nora herrera
331,eric,robert,eric.robert@sakilacustomer.org,430 kumbakonam drive,santa fé,argentina,87,2005-05-25 13:52:43,2005-05-29 11:12:43,4,8932,0.99,2005-05-25 13:52:43,2005-05,eric robert
53,heather,morris,heather.morris@sakilacustomer.org,17 kabul boulevard,nagareyama,japan,88,2005-05-25 14:13:54,2005-05-29 09:32:54,4,1454,3.99,2005-05-25 14:13:54,2005-05,heather morris
499,marc,outlaw,marc.outlaw@sakilacustomer.org,1 valle de santiago avenue,brindisi,italy,89,2005-05-25 14:28:29,2005-05-29 14:33:29,4,13432,2.99,2005-05-25 14:28:29,2005-05,marc outlaw
25,deborah,walker,deborah.walker@sakilacustomer.org,934 san felipe de puerto plata street,shikarpur,pakistan,90,2005-05-25 14:31:25,2005-06-01 10:07:25,7,656,7.99,2005-05-25 14:31:25,2005-05,deborah walker
267,margie,wade,margie.wade@sakilacustomer.org,1762 paarl parkway,lengshuijiang,china,91,2005-05-25 14:57:22,2005-06-01 18:32:22,7,7209,6.99,2005-05-25 14:57:22,2005-05,margie wade
302,michael,silverman,michael.silverman@sakilacustomer.org,1908 gaziantep place,tiefa,china,92,2005-05-25 15:38:46,2005-05-31 13:40:46,6,8189,5.99,2005-05-25 15:38:46,2005-05,michael silverman
288,bobbie,craig,bobbie.craig@sakilacustomer.org,86 higashiosaka lane,valle de santiago,mexico,93,2005-05-25 15:54:16,2005-06-03 20:18:16,9,7790,3.99,2005-05-25 15:54:16,2005-05,bobbie craig
197,sue,peters,sue.peters@sakilacustomer.org,817 bradford loop,changzhou,china,94,2005-05-25 16:03:42,2005-05-30 14:23:42,5,5316,2.99,2005-05-25 16:03:42,2005-05,sue peters
400,bryan,hardison,bryan.hardison@sakilacustomer.org,530 lausanne lane,dallas,united states,95,2005-05-25 16:12:52,2005-06-02 18:55:52,8,10806,3.99,2005-05-25 16:12:52,2005-05,bryan hardison
49,joyce,edwards,joyce.edwards@sakilacustomer.org,725 isesaki place,jedda,saudi arabia,96,2005-05-25 16:32:19,2005-05-30 10:47:19,5,1329,1.99,2005-05-25 16:32:19,2005-05,joyce edwards
263,hilda,hopkins,hilda.hopkins@sakilacustomer.org,1831 nam dinh loop,mandaluyong,philippines,97,2005-05-25 16:34:24,2005-05-28 12:13:24,3,7098,4.99,2005-05-25 16:34:24,2005-05,hilda hopkins
269,cassandra,walters,cassandra.walters@sakilacustomer.org,920 kumbakonam loop,salinas,united states,98,2005-05-25 16:48:24,2005-05-27 11:29:24,2,7275,0.99,2005-05-25 16:48:24,2005-05,cassandra walters
44,marie,turner,marie.turner@sakilacustomer.org,1998 halifax drive,lipetsk,russian federation,99,2005-05-25 16:50:20,2005-05-28 18:52:20,3,1204,4.99,2005-05-25 16:50:20,2005-05,marie turner
208,lucy,wheeler,lucy.wheeler@sakilacustomer.org,624 oshawa boulevard,balurghat,india,100,2005-05-25 16:50:28,2005-06-02 22:11:28,8,5630,4.99,2005-05-25 16:50:28,2005-05,lucy wheeler
468,tim,cary,tim.cary@sakilacustomer.org,1257 guadalajara street,bijapur,india,101,2005-05-25 17:17:04,2005-05-31 19:47:04,6,12611,6.99,2005-05-25 17:17:04,2005-05,tim cary
343,douglas,graf,douglas.graf@sakilacustomer.org,785 vaduz street,mexicali,mexico,102,2005-05-25 17:22:10,2005-05-31 19:47:10,6,9270,3.99,2005-05-25 17:22:10,2005-05,douglas graf
384,ernest,stepp,ernest.stepp@sakilacustomer.org,500 lincoln parkway,huai´an,china,103,2005-05-25 17:30:42,2005-06-03 22:36:42,9,10393,4.99,2005-05-25 17:30:42,2005-05,ernest stepp
310,daniel,cabral,daniel.cabral@sakilacustomer.org,543 bergamo avenue,ibirité,brazil,104,2005-05-25 17:46:33,2005-05-27 15:20:33,2,8412,0.99,2005-05-25 17:46:33,2005-05,daniel cabral
108,tracy,cole,tracy.cole@sakilacustomer.org,1002 ahmadnagar manor,huixquilucan,mexico,105,2005-05-25 17:54:12,2005-05-30 12:03:12,5,2903,4.99,2005-05-25 17:54:12,2005-05,tracy cole
317,edward,baugh,edward.baugh@sakilacustomer.org,1359 zhoushan parkway,tórshavn,faroe islands,107,2005-05-25 18:28:09,2005-06-03 22:46:09,9,8583,6.99,2005-05-25 18:28:09,2005-05,edward baugh
242,glenda,frazier,glenda.frazier@sakilacustomer.org,1246 boksburg parkway,qinhuangdao,china,108,2005-05-25 18:30:05,2005-05-30 19:40:05,5,6534,2.99,2005-05-25 18:30:05,2005-05,glenda frazier
503,angel,barclay,angel.barclay@sakilacustomer.org,496 celaya drive,ueda,japan,109,2005-05-25 18:40:20,2005-05-29 20:39:20,4,13545,1.99,2005-05-25 18:40:20,2005-05,angel barclay
19,ruth,martinez,ruth.martinez@sakilacustomer.org,1417 lancaster avenue,kimberley,south africa,110,2005-05-25 18:43:49,2005-06-03 18:13:49,9,491,9.99,2005-05-25 18:43:49,2005-05,ruth martinez
227,colleen,burton,colleen.burton@sakilacustomer.org,430 alessandria loop,saarbrücken,germany,111,2005-05-25 18:45:19,2005-05-28 17:18:19,3,6110,4.99,2005-05-25 18:45:19,2005-05,colleen burton
500,reginald,kinder,reginald.kinder@sakilacustomer.org,519 brescia parkway,madiun,indonesia,112,2005-05-25 18:57:24,2005-06-02 20:44:24,8,13462,8.99,2005-05-25 18:57:24,2005-05,reginald kinder
93,phyllis,foster,phyllis.foster@sakilacustomer.org,832 nakhon sawan manor,zalantun,china,113,2005-05-25 19:07:40,2005-05-27 22:16:40,2,2532,2.99,2005-05-25 19:07:40,2005-05,phyllis foster
506,leslie,seward,leslie.seward@sakilacustomer.org,1152 al-qatif lane,pontianak,indonesia,114,2005-05-25 19:12:42,2005-06-01 23:10:42,7,13626,3.99,2005-05-25 19:12:42,2005-05,leslie seward
455,jon,wiles,jon.wiles@sakilacustomer.org,659 gatineau boulevard,el alto,bolivia,115,2005-05-25 19:13:25,2005-05-29 20:17:25,4,12281,0.99,2005-05-25 19:13:25,2005-05,jon wiles
18,carol,garcia,carol.garcia@sakilacustomer.org,320 brest avenue,kaduna,nigeria,116,2005-05-25 19:27:51,2005-05-26 16:23:51,1,469,4.99,2005-05-25 19:27:51,2005-05,carol garcia
7,maria,miller,maria.miller@sakilacustomer.org,900 santiago de compostela parkway,kragujevac,yugoslavia,117,2005-05-25 19:30:46,2005-05-31 23:59:46,6,175,0.99,2005-05-25 19:30:46,2005-05,maria miller
524,jared,ely,jared.ely@sakilacustomer.org,1003 qinhuangdao street,purwakarta,indonesia,118,2005-05-25 19:31:18,2005-05-31 15:00:18,6,14098,0.99,2005-05-25 19:31:18,2005-05,jared ely
51,alice,stewart,alice.stewart@sakilacustomer.org,1135 izumisano parkway,fontana,united states,119,2005-05-25 19:37:02,2005-05-29 23:51:02,4,1392,4.99,2005-05-25 19:37:02,2005-05,alice stewart
365,bruce,schwarz,bruce.schwarz@sakilacustomer.org,1565 tangail manor,okinawa,japan,120,2005-05-25 19:37:47,2005-06-01 23:29:47,7,9858,5.99,2005-05-25 19:37:47,2005-05,bruce schwarz
405,leonard,schofield,leonard.schofield@sakilacustomer.org,88 nagaon manor,tandil,argentina,121,2005-05-25 19:41:29,2005-05-29 21:31:29,4,10941,2.99,2005-05-25 19:41:29,2005-05,leonard schofield
273,priscilla,lowe,priscilla.lowe@sakilacustomer.org,144 south hill loop,salamanca,mexico,122,2005-05-25 19:46:21,2005-06-02 19:07:21,8,7367,3.99,2005-05-25 19:46:21,2005-05,priscilla lowe
43,christine,roberts,christine.roberts@sakilacustomer.org,1447 imus way,faaa,french polynesia,123,2005-05-25 20:26:42,2005-05-26 19:41:42,1,1179,4.99,2005-05-25 20:26:42,2005-05,christine roberts
246,marian,mendoza,marian.mendoza@sakilacustomer.org,829 grand prairie way,maringá,brazil,124,2005-05-25 20:46:11,2005-05-30 00:47:11,5,6654,6.99,2005-05-25 20:46:11,2005-05,marian mendoza
368,harry,arce,harry.arce@sakilacustomer.org,1922 miraj way,najafabad,iran,125,2005-05-25 20:48:50,2005-06-02 21:39:50,8,9941,5.99,2005-05-25 20:48:50,2005-05,harry arce
439,alexander,fennell,alexander.fennell@sakilacustomer.org,231 kaliningrad place,bergamo,italy,126,2005-05-25 21:07:59,2005-05-28 18:51:59,3,11829,2.99,2005-05-25 21:07:59,2005-05,alexander fennell
94,norma,gonzales,norma.gonzales@sakilacustomer.org,152 kitwe parkway,bislig,philippines,127,2005-05-25 21:10:40,2005-06-02 21:38:40,8,2555,2.99,2005-05-25 21:10:40,2005-05,norma gonzales
40,amanda,carter,amanda.carter@sakilacustomer.org,671 graz street,nador,morocco,128,2005-05-25 21:19:53,2005-05-29 23:34:53,4,1097,4.99,2005-05-25 21:19:53,2005-05,amanda carter
23,sarah,lewis,sarah.lewis@sakilacustomer.org,1780 hino boulevard,liepaja,latvia,129,2005-05-25 21:20:03,2005-06-04 01:25:03,10,601,8.99,2005-05-25 21:20:03,2005-05,sarah lewis
56,gloria,cook,gloria.cook@sakilacustomer.org,1668 saint louis place,papeete,french polynesia,130,2005-05-25 21:21:56,2005-05-30 22:41:56,5,1535,3.99,2005-05-25 21:21:56,2005-05,gloria cook
